,face,gender,handcode_gender,paths
24,"tensor([[[252, 255, 255],
         [254, 255, 255],
         [254, 255, 255],
         ...,
         [231, 215, 182],
         [234, 218, 185],
         [222, 203, 171]],

        [[253, 255, 255],
         [254, 255, 255],
         [255, 255, 255],
         ...,
         [225, 215, 184],
         [226, 215, 185],
         [230, 215, 184]],

        [[255, 255, 255],
         [255, 255, 255],
         [255, 255, 255],
         ...,
         [208, 193, 164],
         [227, 213, 184],
         [226, 212, 183]],

        ...,

        [[231, 208, 177],
         [230, 206, 173],
         [225, 200, 164],
         ...,
         [225, 196, 163],
         [240, 212, 188],
         [229, 202, 174]],

        [[229, 206, 175],
         [226, 202, 168],
         [220, 194, 158],
         ...,
         [232, 205, 173],
         [243, 217, 192],
         [217, 190, 161]],

        [[228, 205, 173],
         [222, 198, 162],
         [219, 192, 155],
         ...,
         [243, 217, 193],
         [241, 215, 190],
         [216, 189, 160]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\lise_bech\pic_21.jpeg
25,"tensor([[[140, 171, 238],
         [127, 160, 208],
         [139, 169, 234],
         ...,
         [144, 164, 235],
         [143, 163, 234],
         [139, 159, 230]],

        [[159, 181, 227],
         [139, 161, 218],
         [174, 199, 237],
         ...,
         [142, 162, 233],
         [140, 160, 231],
         [140, 160, 231]],

        [[ 87, 104, 125],
         [158, 173, 206],
         [100, 116, 146],
         ...,
         [140, 160, 231],
         [139, 159, 230],
         [138, 158, 229]],

        ...,

        [[156, 149, 191],
         [182, 180, 225],
         [177, 172, 225],
         ...,
         [112, 136, 222],
         [129, 153, 239],
         [118, 142, 228]],

        [[201, 193, 245],
         [165, 165, 224],
         [169, 165, 229],
         ...,
         [115, 140, 225],
         [127, 152, 237],
         [128, 152, 238]],

        [[140, 125, 179],
         [173, 168, 236],
         [170, 163, 235],
         ...,
         [119, 144, 228],
         [129, 155, 239],
         [118, 144, 228]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\khoenge\pic_59.jpeg
26,"tensor([[[120, 190, 217],
         [121, 191, 218],
         [122, 191, 219],
         ...,
         [ 63,  43,  38],
         [ 76,  59,  52],
         [ 87,  71,  64]],

        [[115, 190, 218],
         [117, 191, 220],
         [119, 192, 223],
         ...,
         [ 56,  35,  29],
         [ 72,  54,  47],
         [ 88,  72,  64]],

        [[118, 192, 219],
         [119, 192, 220],
         [120, 191, 221],
         ...,
         [ 52,  29,  23],
         [ 66,  46,  39],
         [ 79,  62,  55]],

        ...,

        [[  1,  30,  65],
         [  0,  27,  63],
         [  0,  25,  63],
         ...,
         [ 98,  96, 109],
         [ 47,  47,  63],
         [ 32,  33,  54]],

        [[  2,  35,  75],
         [  1,  33,  73],
         [  0,  31,  72],
         ...,
         [107, 106, 119],
         [ 45,  46,  63],
         [ 26,  29,  50]],

        [[  4,  40,  84],
         [  2,  39,  82],
         [  1,  38,  81],
         ...,
         [122, 122, 135],
         [ 48,  50,  67],
         [ 19,  22,  44]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\danj.klimaminister\pic_179.jpeg
27,"tensor([[[140,  85,  49],
         [118,  64,  33],
         [ 95,  44,  16],
         ...,
         [159,  81,  16],
         [160,  81,  19],
         [162,  81,  23]],

        [[139,  85,  48],
         [118,  66,  34],
         [100,  51,  24],
         ...,
         [157,  79,  14],
         [159,  80,  18],
         [162,  81,  23]],

        [[135,  82,  46],
         [127,  77,  44],
         [118,  70,  43],
         ...,
         [155,  77,  13],
         [158,  79,  17],
         [162,  81,  23]],

        ...,

        [[ 72,  56,  54],
         [ 53,  37,  34],
         [ 53,  38,  35],
         ...,
         [168, 134,  88],
         [175, 141,  95],
         [185, 152, 108]],

        [[ 73,  54,  52],
         [ 51,  33,  30],
         [ 54,  37,  33],
         ...,
         [170, 136,  90],
         [176, 142,  97],
         [183, 151, 107]],

        [[ 72,  52,  50],
         [ 50,  31,  28],
         [ 57,  38,  34],
         ...,
         [169, 135,  90],
         [178, 145, 100],
         [182, 149, 107]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\mai_villadsen\pic_81.jpeg
28,"tensor([[[ 76,  90, 103],
         [ 76,  90, 101],
         [ 77,  90,  98],
         ...,
         [ 87, 112, 142],
         [ 87, 111, 136],
         [ 88, 112, 138]],

        [[ 73,  89, 101],
         [ 76,  89, 101],
         [ 78,  91, 100],
         ...,
         [ 88, 113, 144],
         [ 89, 112, 136],
         [ 91, 114, 138]],

        [[ 74,  87,  96],
         [ 74,  87,  95],
         [ 78,  88,  97],
         ...,
         [ 95, 114, 138],
         [ 91, 118, 140],
         [ 92, 117, 140]],

        ...,

        [[ 61,  75,  84],
         [ 69,  83,  91],
         [ 70,  85,  93],
         ...,
         [123, 118,  98],
         [136, 131, 112],
         [118, 113,  97]],

        [[ 26,  41,  50],
         [ 41,  55,  64],
         [ 50,  64,  73],
         ...,
         [ 97,  91,  66],
         [112, 106,  84],
         [110, 104,  83]],

        [[ 67,  84,  94],
         [ 64,  81,  91],
         [ 55,  72,  82],
         ...,
         [183, 178, 149],
         [131, 125,  99],
         [112, 106,  80]]], dtype=torch.uint8)",Female,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\torstenschackpedersen\pic_38.jpeg
29,"tensor([[[168, 145, 104],
         [167, 139,  99],
         [163, 134,  92],
         ...,
         [202, 142,  88],
         [207, 143,  82],
         [207, 146,  86]],

        [[150, 127,  82],
         [164, 140,  93],
         [163, 137,  90],
         ...,
         [202, 141,  86],
         [201, 142,  82],
         [197, 141,  82]],

        [[158, 134,  88],
         [165, 138,  91],
         [166, 137,  89],
         ...,
         [187, 127,  72],
         [196, 137,  79],
         [201, 144,  86]],

        ...,

        [[130, 139, 112],
         [128, 139, 109],
         [132, 142, 111],
         ...,
         [ 95,  60,  63],
         [ 87,  57,  59],
         [ 80,  53,  53]],

        [[135, 148, 120],
         [136, 149, 119],
         [136, 150, 117],
         ...,
         [ 91,  55,  62],
         [ 90,  57,  66],
         [ 87,  56,  64]],

        [[140, 154, 126],
         [141, 156, 125],
         [137, 152, 119],
         ...,
         [ 93,  56,  68],
         [ 96,  60,  74],
         [ 93,  59,  74]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\tommyahlers\pic_9.jpeg
30,"tensor([[[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [111, 172, 213],
         [107, 181, 221],
         [114, 181, 214]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [111, 174, 221],
         [104, 182, 229],
         [100, 180, 225]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [119, 176, 215],
         [114, 178, 217],
         [109, 177, 217]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 30,  29,  27],
         [ 42,  41,  39],
         [ 34,  34,  32]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 40,  40,  38],
         [ 48,  48,  46],
         [ 54,  54,  52]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 46,  48,  45],
         [ 29,  31,  28],
         [ 27,  29,  26]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\larsloekke\pic_2.jpeg
31,"tensor([[[ 20, 150, 129],
         [ 25, 150, 132],
         [ 28, 145, 129],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[ 22, 150, 129],
         [ 25, 145, 128],
         [ 28, 140, 126],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[ 22, 144, 124],
         [ 25, 137, 121],
         [ 33, 134, 123],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        ...,

        [[ 32,  39,  67],
         [ 30,  37,  65],
         [ 25,  32,  60],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[ 26,  35,  63],
         [ 23,  32,  60],
         [ 19,  28,  55],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[ 23,  33,  60],
         [ 21,  31,  58],
         [ 19,  29,  56],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\lisbethbp\pic_107.jpeg
32,"tensor([[[190, 189, 171],
         [187, 186, 168],
         [180, 179, 161],
         ...,
         [122, 113,  97],
         [103,  94,  77],
         [104,  93,  77]],

        [[188, 187, 169],
         [188, 187, 169],
         [187, 186, 168],
         ...,
         [ 98,  86,  70],
         [112, 100,  84],
         [115, 103,  87]],

        [[196, 195, 177],
         [197, 196, 178],
         [198, 197, 179],
         ...,
         [101,  88,  72],
         [101,  89,  73],
         [112, 100,  84]],

        ...,

        [[162, 175, 193],
         [163, 181, 203],
         [155, 173, 193],
         ...,
         [110,  75,  53],
         [113,  78,  56],
         [120,  82,  59]],

        [[158, 179, 200],
         [156, 175, 193],
         [158, 177, 197],
         ...,
         [106,  71,  49],
         [116,  81,  59],
         [122,  84,  61]],

        [[157, 176, 193],
         [156, 169, 182],
         [158, 166, 179],
         ...,
         [110,  75,  53],
         [120,  85,  63],
         [122,  84,  61]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\heidibank\pic_15.jpeg
33,"tensor([[[254, 250, 240],
         [252, 248, 237],
         [250, 245, 235],
         ...,
         [254, 254, 252],
         [253, 255, 252],
         [253, 255, 252]],

        [[255, 252, 241],
         [253, 247, 237],
         [250, 243, 233],
         ...,
         [254, 254, 252],
         [254, 254, 252],
         [253, 255, 252]],

        [[254, 251, 241],
         [250, 244, 234],
         [245, 238, 228],
         ...,
         [254, 254, 252],
         [254, 254, 252],
         [253, 255, 252]],

        ...,

        [[229, 208,  90],
         [192, 175,  78],
         [142, 129,  54],
         ...,
         [ 67,  54,  63],
         [ 64,  51,  60],
         [ 63,  57,  58]],

        [[228, 207,  88],
         [196, 179,  80],
         [146, 133,  55],
         ...,
         [ 77,  64,  73],
         [ 72,  58,  67],
         [ 66,  60,  61]],

        [[228, 208,  86],
         [199, 183,  83],
         [149, 138,  59],
         ...,
         [ 84,  68,  78],
         [ 78,  62,  72],
         [ 68,  63,  63]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\hansandersenmf\pic_4.jpeg
34,"tensor([[[128,  85,  35],
         [143, 105,  57],
         [137, 101,  61],
         ...,
         [153, 137, 111],
         [159, 143, 117],
         [186, 170, 144]],

        [[156, 115,  60],
         [125,  88,  38],
         [120,  85,  47],
         ...,
         [174, 158, 135],
         [198, 182, 160],
         [213, 197, 172]],

        [[154, 112,  59],
         [123,  93,  57],
         [ 89,  68,  42],
         ...,
         [213, 196, 178],
         [221, 204, 183],
         [220, 204, 179]],

        ...,

        [[ 26,  32,  22],
         [ 32,  34,  28],
         [ 36,  35,  26],
         ...,
         [119, 110,  77],
         [114, 106,  71],
         [119, 103,  74]],

        [[ 30,  35,  25],
         [ 31,  37,  32],
         [ 29,  31,  24],
         ...,
         [ 88,  79,  50],
         [101,  90,  61],
         [110,  97,  68]],

        [[ 28,  33,  23],
         [ 28,  36,  32],
         [ 29,  33,  28],
         ...,
         [ 85,  74,  51],
         [ 81,  71,  46],
         [ 80,  70,  46]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\bbbrandenborg\pic_5.jpeg
35,"tensor([[[105,  59,  44],
         [104,  59,  44],
         [103,  60,  44],
         ...,
         [100,  55,  48],
         [100,  55,  48],
         [100,  56,  48]],

        [[105,  59,  43],
         [104,  59,  43],
         [104,  60,  44],
         ...,
         [101,  56,  49],
         [ 99,  54,  48],
         [100,  55,  48]],

        [[105,  59,  43],
         [104,  59,  43],
         [104,  60,  44],
         ...,
         [101,  56,  50],
         [100,  55,  49],
         [101,  56,  49]],

        ...,

        [[198, 156, 158],
         [194, 152, 154],
         [190, 148, 150],
         ...,
         [107,  76,  98],
         [105,  75,  97],
         [103,  74,  96]],

        [[196, 154, 156],
         [192, 150, 152],
         [188, 146, 148],
         ...,
         [107,  76,  99],
         [105,  75,  98],
         [104,  74,  96]],

        [[195, 153, 155],
         [192, 150, 152],
         [188, 146, 148],
         ...,
         [108,  77, 100],
         [106,  76,  98],
         [104,  75,  97]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\sikandarsiddique_\pic_135.jpeg
36,"tensor([[[181, 181, 181],
         [180, 180, 180],
         [179, 179, 179],
         ...,
         [212, 212, 212],
         [213, 213, 213],
         [214, 214, 214]],

        [[181, 181, 181],
         [179, 179, 179],
         [180, 180, 180],
         ...,
         [212, 212, 212],
         [213, 213, 213],
         [214, 214, 214]],

        [[180, 180, 180],
         [181, 181, 181],
         [182, 182, 182],
         ...,
         [212, 212, 212],
         [213, 213, 213],
         [214, 214, 214]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [228, 228, 228],
         [248, 248, 248],
         [250, 250, 250]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [244, 244, 244],
         [246, 246, 246],
         [229, 229, 229]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [246, 246, 246],
         [245, 245, 245],
         [236, 236, 236]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\larsbojemathiesen\pic_12.jpeg
37,"tensor([[[  6,   7,  11],
         [  9,  10,  14],
         [  9,  10,  14],
         ...,
         [106,  75,  32],
         [107,  77,  35],
         [110,  80,  39]],

        [[ 11,  12,  16],
         [ 10,  11,  15],
         [  8,   9,  13],
         ...,
         [114,  81,  38],
         [116,  83,  42],
         [112,  79,  39]],

        [[ 12,  13,  17],
         [  6,   7,  11],
         [  7,   8,  12],
         ...,
         [114,  80,  41],
         [121,  87,  48],
         [118,  84,  47]],

        ...,

        [[ 52,  28,  20],
         [ 53,  27,  15],
         [ 52,  28,  16],
         ...,
         [131,  69,  51],
         [138,  78,  42],
         [144,  84,  39]],

        [[ 51,  27,  16],
         [ 52,  25,  14],
         [ 53,  26,  15],
         ...,
         [145,  80,  57],
         [143,  83,  41],
         [151,  93,  45]],

        [[ 51,  26,  13],
         [ 53,  26,  15],
         [ 54,  27,  16],
         ...,
         [136,  84,  51],
         [148,  97,  57],
         [152, 102,  61]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\ftmktm\pic_130.jpeg
